transaction_id,timestamp,customer_id,device_id,merchant_id,merchant_category,transaction_type,amount,city,state,bank,status,is_fraud,fraud_type,risk_score,alert_priority
TXN64FA3A5B1093,2026-07-08T02:45:27.818301,CUST001261,DEV00002561,MER002487,Food Delivery,NET_BANKING,5227.29,Bengaluru,Karnataka,HDFC Bank,SUCCESS,0,NONE,17,LOW
TXN0DCCB7787137,2026-07-08T02:45:27.838131,CUST003908,DEV00008070,MER001463,App Store,UPI,27463.03,Chandigarh,Chandigarh,State Bank of India,SUCCESS,0,NONE,14,LOW
TXNC655417B39F2,2026-07-08T02:45:27.846719,CUST006132,DEV00012665,MER004072,Streaming,CARD,9060.63,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,24,LOW
TXN74D5EE34832E,2026-07-08T02:45:27.852247,CUST009013,DEV00018619,MER000114,Entertainment,UPI,8342.03,Hyderabad,Telangana,HDFC Bank,SUCCESS,0,NONE,16,LOW
TXNC88143B8B016,2026-07-08T02:45:27.858091,CUST007738,DEV00015997,MER004303,Telecom,UPI,1439.63,Chennai,Tamil Nadu,Axis Bank,SUCCESS,0,NONE,7,LOW
TXN5A6C91C1A562,2026-07-08T02:45:27.864212,CUST004745,DEV00009813,MER003495,Grocery,ATM,1360.15,Vijayawada,Andhra Pradesh,Indian Bank,SUCCESS,1,HIGH_RISK_MERCHANT,82,MEDIUM
TXN35E55F24890E,2026-07-08T02:45:27.870816,CUST009388,DEV00019403,MER001842,Ride Sharing,NET_BANKING,3475.6,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,7,LOW
TXN6A69E1A5766B,2026-07-08T02:45:27.875577,CUST001664,DEV00003355,MER001420,E-Commerce,NET_BANKING,6717.78,Thiruvananthapuram,Kerala,Punjab National Bank,SUCCESS,0,NONE,8,LOW
TXN663C6F61ECA3,2026-07-08T02:45:27.879527,CUST004905,DEV00010160,MER002686,Telecom,NET_BANKING,3602.66,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,19,LOW
TXNFA7EFF20E0DE,2026-07-08T02:45:27.882914,CUST000351,DEV00000716,MER004046,Luxury,UPI,1491.29,Kochi,Kerala,State Bank of India,SUCCESS,0,NONE,16,LOW
TXN99293F11D23D,2026-07-08T02:45:27.886459,CUST002349,DEV00004791,MER001158,App Store,CARD,1100.33,Visakhapatnam,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,16,LOW
TXN090EF6BD5C2B,2026-07-08T02:45:27.889877,CUST000922,DEV00001865,MER001728,Fuel,CARD,1724.48,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,13,LOW
TXNCE4CF94D67B3,2026-07-08T02:45:27.893401,CUST002887,DEV00005918,MER004552,Jewellery,ATM,1648.86,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,25,LOW
TXN534EED5552D0,2026-07-08T02:45:27.896486,CUST005472,DEV00011314,MER002765,Hotels,CARD,2998.35,Chennai,Tamil Nadu,Axis Bank,SUCCESS,0,NONE,25,LOW
TXNF9ACF5C371D8,2026-07-08T02:45:27.899531,CUST009687,DEV00020017,MER004011,Airlines,UPI,5576.59,Bengaluru,Karnataka,ICICI Bank,SUCCESS,0,NONE,12,LOW
TXN6D0DAABB5BCE,2026-07-08T02:45:27.902526,CUST003865,DEV00007985,MER003757,App Store,UPI,13204.3,Kochi,Kerala,Punjab National Bank,SUCCESS,0,NONE,17,LOW
TXN71C26582887D,2026-07-08T02:45:27.905499,CUST005506,DEV00011390,MER004694,Jewellery,ATM,26955.77,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,25,LOW
TXNFD4660CEF827,2026-07-08T02:45:27.909653,CUST008896,DEV00018365,MER001805,Hotels,CARD,5129.91,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,12,LOW
TXN414C712DC88B,2026-07-08T02:45:27.915033,CUST003504,DEV00007221,MER002633,Hotels,NET_BANKING,845.04,Jaipur,Rajasthan,ICICI Bank,SUCCESS,0,NONE,6,LOW
TXN59E5B9AD82C5,2026-07-08T02:45:27.922040,CUST000445,DEV00000895,MER000510,Food Delivery,ATM,4603.7,Bhubaneswar,Odisha,State Bank of India,SUCCESS,0,NONE,6,LOW
TXNFAA2E005B69F,2026-07-08T02:45:27.926797,CUST001061,DEV00002142,MER001393,Fuel,ATM,1244.94,Vijayawada,Andhra Pradesh,Axis Bank,SUCCESS,0,NONE,17,LOW
TXN82C9E5FA1A3B,2026-07-08T02:45:27.931195,CUST000819,DEV00001646,MER004834,Telecom,CARD,3297.36,Mumbai,Maharashtra,ICICI Bank,SUCCESS,0,NONE,11,LOW
TXN8E25C7402EE2,2026-07-08T02:45:27.936723,CUST003829,DEV00007909,MER001562,Pharmacy,NET_BANKING,16796.86,Pune,Maharashtra,State Bank of India,SUCCESS,0,NONE,23,LOW
TXNEA96896E527F,2026-07-08T02:45:27.941235,CUST002424,DEV00004940,MER003298,Food Delivery,ATM,13417.09,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,15,LOW
TXNDD9A2BEE28DE,2026-07-08T02:45:27.944015,CUST007153,DEV00014806,MER004169,Supermarket,ATM,3175.25,Chandigarh,Chandigarh,ICICI Bank,SUCCESS,0,NONE,20,LOW
TXN079F844C48DD,2026-07-08T02:45:27.947363,CUST006342,DEV00013090,MER000738,Ride Sharing,CARD,4210.72,Kochi,Kerala,ICICI Bank,SUCCESS,0,NONE,25,LOW
TXNCDA2977240DF,2026-07-08T02:45:27.950384,CUST002447,DEV00004986,MER001376,Telecom,UPI,3548.55,Bhubaneswar,Odisha,Axis Bank,SUCCESS,0,NONE,13,LOW
TXN0EBF0FC87878,2026-07-08T02:45:27.953352,CUST009118,DEV00018842,MER001288,E-Commerce,UPI,556.15,Chennai,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,22,LOW
TXN5DD5C0567680,2026-07-08T02:45:27.956399,CUST009856,DEV00020392,MER000194,Entertainment,CARD,6761.25,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,23,LOW
TXN44100C9A8A52,2026-07-08T02:45:27.959443,CUST004113,DEV00008488,MER004585,App Store,ATM,957.16,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,23,LOW
TXNA2FFC31F961A,2026-07-08T02:45:27.963519,CUST000734,DEV00001481,MER003799,Food Delivery,ATM,1782.4,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,12,LOW
TXN19693153841D,2026-07-08T02:45:27.967685,CUST005444,DEV00011255,MER002969,Charity,ATM,1194.51,Bhopal,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,9,LOW
TXNF2947E39B16A,2026-07-08T02:45:27.971379,CUST005096,DEV00010540,MER004618,Entertainment,UPI,4143.05,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,7,LOW
TXNE111694BB4E1,2026-07-08T02:45:27.974666,CUST000351,DEV00000716,MER001612,Grocery,UPI,1292.84,Kochi,Kerala,State Bank of India,SUCCESS,0,NONE,8,LOW
TXN876FC1BFD375,2026-07-08T02:45:27.977439,CUST008199,DEV00016918,MER003428,App Store,NET_BANKING,2922.61,Hyderabad,Telangana,Canara Bank,SUCCESS,0,NONE,10,LOW
TXNCACA72AA7963,2026-07-08T02:45:27.980718,CUST006974,DEV00014430,MER003447,Travel,NET_BANKING,3235.85,Hyderabad,Telangana,HDFC Bank,SUCCESS,0,NONE,18,LOW
TXN77F20990AE90,2026-07-08T02:45:27.984709,CUST008042,DEV00016617,MER002184,Streaming,ATM,5706.35,Warangal,Telangana,Canara Bank,SUCCESS,0,NONE,17,LOW
TXND4230F2A926F,2026-07-08T02:45:27.987407,CUST001436,DEV00002917,MER004349,E-Commerce,UPI,627.46,Chandigarh,Chandigarh,Axis Bank,SUCCESS,0,NONE,19,LOW
TXNB3A61338E2A9,2026-07-08T02:45:27.990013,CUST000433,DEV00000874,MER003330,Jewellery,NET_BANKING,4106.22,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,22,LOW
TXN8A8AA9C6C491,2026-07-08T02:45:27.992861,CUST007651,DEV00015823,MER000716,Streaming,CARD,1568.65,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,5,LOW
TXN4A56759C76B8,2026-07-08T02:45:27.995470,CUST009115,DEV00018836,MER004112,Fuel,UPI,816.13,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,8,LOW
TXN301960CE083D,2026-07-08T02:45:27.999038,CUST009383,DEV00019394,MER000565,Telecom,NET_BANKING,176.81,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,22,LOW
TXN7D680B9D73C9,2026-07-08T02:45:28.002018,CUST001408,DEV00002861,MER003339,Charity,CARD,1878.08,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,25,LOW
TXN420CABAA55F4,2026-07-08T02:45:28.004651,CUST004495,DEV00009284,MER003441,Grocery,CARD,2201.62,Bengaluru,Karnataka,ICICI Bank,SUCCESS,0,NONE,14,LOW
TXN43AD635D9B55,2026-07-08T02:45:28.007618,CUST006040,DEV00012492,MER003377,Telecom,UPI,199.73,Indore,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,19,LOW
TXNE5E54C35AC5F,2026-07-08T02:45:28.010454,CUST007159,DEV00014817,MER003620,Pharmacy,ATM,2351.1,Chennai,Tamil Nadu,ICICI Bank,SUCCESS,1,VELOCITY,99,CRITICAL
TXNBEAD1071E1D9,2026-07-08T02:45:28.013333,CUST007677,DEV00015871,MER004027,Hotels,NET_BANKING,7591.67,Thiruvananthapuram,Kerala,State Bank of India,SUCCESS,0,NONE,13,LOW
TXNF338A44B2963,2026-07-08T02:45:28.016575,CUST002804,DEV00005735,MER003825,Streaming,NET_BANKING,3687.82,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,10,LOW
TXN215ABEA58348,2026-07-08T02:45:28.019477,CUST008168,DEV00016860,MER002257,International,CARD,3117.62,Bengaluru,Karnataka,Axis Bank,SUCCESS,0,NONE,8,LOW
TXNE8FC1D6E03F9,2026-07-08T02:45:28.022325,CUST004802,DEV00009941,MER002866,Travel,UPI,5672.25,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,14,LOW
TXN94C35D48B012,2026-07-08T02:45:28.025126,CUST005262,DEV00010874,MER003749,Streaming,ATM,509.03,Bhubaneswar,Odisha,Axis Bank,SUCCESS,0,NONE,21,LOW
TXNC71EE04B1A4A,2026-07-08T02:45:28.027923,CUST007784,DEV00016101,MER003543,Streaming,CARD,2882.32,Ahmedabad,Gujarat,State Bank of India,SUCCESS,0,NONE,9,LOW
TXN14C224257369,2026-07-08T02:45:28.032599,CUST003703,DEV00007644,MER002318,Ride Sharing,ATM,185.31,Jaipur,Rajasthan,ICICI Bank,SUCCESS,0,NONE,10,LOW
TXN8043E5037CBF,2026-07-08T02:45:28.035383,CUST006597,DEV00013634,MER003467,App Store,CARD,2885.71,Mumbai,Maharashtra,State Bank of India,SUCCESS,0,NONE,21,LOW
TXNC4338708BC58,2026-07-08T02:45:28.038008,CUST004645,DEV00009600,MER001254,E-Commerce,ATM,3692.2,Nagpur,Maharashtra,ICICI Bank,SUCCESS,0,NONE,24,LOW
TXN3A0CBCED0AB6,2026-07-08T02:45:28.040578,CUST002834,DEV00005800,MER001139,Crypto,CARD,1704.4,Kolkata,West Bengal,ICICI Bank,SUCCESS,0,NONE,5,LOW
TXN50E9D7E67294,2026-07-08T02:45:28.043157,CUST004999,DEV00010352,MER003568,Airlines,ATM,1471.12,Hyderabad,Telangana,Axis Bank,FAILED,0,NONE,16,LOW
TXNF3B867375A5C,2026-07-08T02:45:28.045492,CUST007491,DEV00015498,MER000306,Grocery,NET_BANKING,3675.37,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,14,LOW
TXN82B9AA9E111F,2026-07-08T02:45:28.048342,CUST004785,DEV00009899,MER003889,Ride Sharing,ATM,9490.17,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,12,LOW
TXN68D5EACED1C8,2026-07-08T02:45:28.051343,CUST003272,DEV00006733,MER002636,E-Commerce,CARD,5157.1,Hyderabad,Telangana,State Bank of India,SUCCESS,0,NONE,7,LOW
TXNB2609FB7180C,2026-07-08T02:45:28.053944,CUST009178,DEV00018968,MER003997,Electronics,UPI,7306.69,Bhubaneswar,Odisha,State Bank of India,SUCCESS,0,NONE,20,LOW
TXN323A520B1FA2,2026-07-08T02:45:28.056522,CUST005890,DEV00012195,MER003851,Airlines,CARD,1074.88,Indore,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,22,LOW
TXN117FC06A7C19,2026-07-08T02:45:28.059088,CUST001001,DEV00002025,MER002870,Grocery,UPI,11567.04,Hyderabad,Telangana,HDFC Bank,SUCCESS,0,NONE,9,LOW
TXNAC8B812084D3,2026-07-08T02:45:28.061414,CUST005088,DEV00010526,MER001550,Gaming,UPI,2050.92,Chandigarh,Chandigarh,ICICI Bank,SUCCESS,0,NONE,22,LOW
TXN591E48AD7CDD,2026-07-08T02:45:28.064866,CUST003265,DEV00006715,MER000677,Ride Sharing,UPI,4492.46,Jaipur,Rajasthan,State Bank of India,SUCCESS,0,NONE,21,LOW
TXN998E2FCCBA5C,2026-07-08T02:45:28.069586,CUST002072,DEV00004189,MER001569,International,UPI,3064.7,Pune,Maharashtra,ICICI Bank,SUCCESS,0,NONE,18,LOW
TXN712D368C1E71,2026-07-08T02:45:28.073724,CUST007113,DEV00014726,MER002600,Crypto,NET_BANKING,963.88,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,22,LOW
TXNA9F44D2F4838,2026-07-08T02:45:28.076624,CUST006825,DEV00014110,MER000811,App Store,CARD,3525.77,Bengaluru,Karnataka,State Bank of India,SUCCESS,0,NONE,11,LOW
TXNC2FF8B64B19F,2026-07-08T02:45:28.079043,CUST004332,DEV00008948,MER000747,Streaming,ATM,3016.64,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,17,LOW
TXN2582C4D8D052,2026-07-08T02:45:28.082015,CUST008203,DEV00016924,MER000819,Charity,ATM,3366.74,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,25,LOW
TXNE217A9C24331,2026-07-08T02:45:28.084417,CUST009880,DEV00020440,MER004845,Luxury,CARD,739.33,Pune,Maharashtra,State Bank of India,SUCCESS,0,NONE,21,LOW
TXN8367560BC72B,2026-07-08T02:45:28.086976,CUST002744,DEV00005617,MER002003,Electronics,ATM,1370.58,Thiruvananthapuram,Kerala,Axis Bank,SUCCESS,0,NONE,12,LOW
TXN0352E63C21CF,2026-07-08T02:45:28.090064,CUST006238,DEV00012885,MER002106,International,ATM,3732.38,Chennai,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,15,LOW
TXN321F91CED677,2026-07-08T02:45:28.092683,CUST001466,DEV00002969,MER000198,Grocery,UPI,1161.52,Delhi,Delhi,Axis Bank,SUCCESS,1,IMPOSSIBLE_TRAVEL,95,CRITICAL
TXN03CFB29662F6,2026-07-08T02:45:28.095055,CUST008386,DEV00017294,MER001491,Fuel,UPI,4713.06,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,5,LOW
TXNE1E9CB09A544,2026-07-08T02:45:28.097563,CUST000740,DEV00001492,MER003462,Pharmacy,NET_BANKING,2320.21,Vijayawada,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,25,LOW
TXN529A5A21F7F6,2026-07-08T02:45:28.100161,CUST008438,DEV00017401,MER001804,Hotels,UPI,5461.58,Kochi,Kerala,ICICI Bank,SUCCESS,0,NONE,7,LOW
TXN1661DA5BE5B5,2026-07-08T02:45:28.102600,CUST009757,DEV00020164,MER004564,Food Delivery,CARD,1164.29,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,15,LOW
TXNBCECDBFAF5F7,2026-07-08T02:45:28.105521,CUST003261,DEV00006704,MER001262,App Store,CARD,3262.28,Hyderabad,Telangana,Canara Bank,SUCCESS,0,NONE,12,LOW
TXN9FFA1AF4D2AA,2026-07-08T02:45:28.107914,CUST008150,DEV00016828,MER003342,App Store,NET_BANKING,1417.71,Jaipur,Rajasthan,State Bank of India,SUCCESS,0,NONE,20,LOW
TXN9DF85049A3A0,2026-07-08T02:45:28.110488,CUST003680,DEV00007596,MER003711,Streaming,UPI,3469.13,Coimbatore,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,9,LOW
TXNAEE3A2BC028E,2026-07-08T02:45:28.113037,CUST002948,DEV00006052,MER000575,App Store,UPI,1433.24,Thiruvananthapuram,Kerala,Axis Bank,SUCCESS,0,NONE,23,LOW
TXN14AF9DFC9AE1,2026-07-08T02:45:28.115669,CUST009770,DEV00020198,MER000652,Telecom,UPI,12111.76,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,12,LOW
TXN20ECE8D3229F,2026-07-08T02:45:28.118008,CUST009066,DEV00018727,MER002141,Entertainment,CARD,2229.95,Jaipur,Rajasthan,ICICI Bank,SUCCESS,0,NONE,18,LOW
TXN7A5E3E9028E6,2026-07-08T02:45:28.120351,CUST005406,DEV00011172,MER003286,E-Commerce,ATM,581.89,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,8,LOW
TXNA78F0A07B406,2026-07-08T02:45:28.122882,CUST008105,DEV00016734,MER003355,App Store,ATM,74293.98,Kolkata,West Bengal,Axis Bank,SUCCESS,1,HIGH_VALUE,90,HIGH
TXN8AFEB60CA47D,2026-07-08T02:45:28.125205,CUST006662,DEV00013775,MER000113,Ride Sharing,CARD,2567.47,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,19,LOW
TXND59A73C911E9,2026-07-08T02:45:28.127739,CUST005447,DEV00011260,MER000870,Ride Sharing,ATM,1958.38,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,6,LOW
TXND43865817A26,2026-07-08T02:45:28.130790,CUST009652,DEV00019949,MER001517,Grocery,ATM,10.0,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,25,LOW
TXN92AD3556ADFA,2026-07-08T02:45:28.133462,CUST000767,DEV00001548,MER001526,Ride Sharing,ATM,3095.3,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,17,LOW
TXN8EDF716D6FEA,2026-07-08T02:45:28.136051,CUST008724,DEV00017998,MER004409,Telecom,NET_BANKING,3550.11,Hyderabad,Telangana,Axis Bank,SUCCESS,0,NONE,8,LOW
TXNDEB815996605,2026-07-08T02:45:28.138621,CUST001713,DEV00003455,MER003406,E-Commerce,UPI,6874.51,Indore,Madhya Pradesh,ICICI Bank,SUCCESS,0,NONE,11,LOW
TXNEC4DE926C74E,2026-07-08T02:45:28.140964,CUST000249,DEV00000511,MER003292,Gaming,UPI,1648.16,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,9,LOW
TXN5128A649BB33,2026-07-08T02:45:28.143539,CUST003395,DEV00007000,MER001579,Food Delivery,UPI,9878.5,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,13,LOW
TXN353B07F3FFAF,2026-07-08T02:45:28.146098,CUST001846,DEV00003726,MER004505,Food Delivery,ATM,1263.02,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,7,LOW
TXN1FC8C8EBC0BC,2026-07-08T02:45:28.148902,CUST005640,DEV00011661,MER002418,Ride Sharing,CARD,4783.35,Coimbatore,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,22,LOW
TXNB26112282203,2026-07-08T02:45:28.151526,CUST008324,DEV00017180,MER002902,Food Delivery,UPI,2786.44,Vijayawada,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,25,LOW
TXNB0A2742B1473,2026-07-08T02:45:28.154111,CUST006252,DEV00012910,MER002884,Fuel,UPI,2412.22,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,5,LOW
TXN5AE1241E62BD,2026-07-08T02:45:28.156429,CUST009421,DEV00019461,MER002746,E-Commerce,CARD,3909.82,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,12,LOW
TXN930A4A0831A1,2026-07-08T02:45:28.158989,CUST000928,DEV00001874,MER003723,App Store,CARD,4665.02,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,20,LOW
TXNE1D2A0224E0C,2026-07-08T02:45:28.161562,CUST005443,DEV00011254,MER004345,Streaming,UPI,3647.14,Bhubaneswar,Odisha,ICICI Bank,SUCCESS,0,NONE,17,LOW
TXN341267F5EEE8,2026-07-08T02:45:28.164671,CUST009595,DEV00019824,MER000032,Entertainment,ATM,6398.71,Kochi,Kerala,State Bank of India,SUCCESS,0,NONE,10,LOW
TXN2DA407EC4387,2026-07-08T02:45:28.167273,CUST001155,DEV00002340,MER002016,Food Delivery,NET_BANKING,3182.4,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,17,LOW
TXNF55666665C39,2026-07-08T02:45:28.169634,CUST009633,DEV00019907,MER004390,Pharmacy,CARD,1312.95,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,19,LOW
TXN86694FAEBC55,2026-07-08T02:45:28.172158,CUST000297,DEV00000608,MER004210,Luxury,NET_BANKING,2769.94,Bhopal,Madhya Pradesh,ICICI Bank,SUCCESS,0,NONE,22,LOW
TXNEBFBA0C9A843,2026-07-08T02:45:28.174476,CUST009615,DEV00019866,MER004972,Ride Sharing,ATM,1585.63,Pune,Maharashtra,Axis Bank,SUCCESS,0,NONE,20,LOW
TXN98FE28E13542,2026-07-08T02:45:28.176776,CUST006772,DEV00014011,MER002614,Telecom,NET_BANKING,1679.78,Chennai,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,14,LOW
TXN5AF6D6BF99AE,2026-07-08T02:45:28.179453,CUST006579,DEV00013601,MER000922,Pharmacy,UPI,2307.96,Bengaluru,Karnataka,ICICI Bank,SUCCESS,0,NONE,6,LOW
TXN7E13CF0C907C,2026-07-08T02:45:28.182049,CUST004948,DEV00010252,MER003664,Entertainment,UPI,1848.54,Indore,Madhya Pradesh,Punjab National Bank,SUCCESS,0,NONE,22,LOW
TXN209A80058013,2026-07-08T02:45:28.184374,CUST003040,DEV00006248,MER004311,Food Delivery,CARD,2449.15,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,15,LOW
TXNF3698B6058AB,2026-07-08T02:45:28.186934,CUST006676,DEV00013803,MER000348,Jewellery,CARD,906.86,Kochi,Kerala,ICICI Bank,SUCCESS,0,NONE,23,LOW
TXNAFDC07FA7168,2026-07-08T02:45:28.189458,CUST003748,DEV00007729,MER002574,Fuel,UPI,3748.37,Coimbatore,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,21,LOW
TXN905B7D60611B,2026-07-08T02:45:28.192006,CUST003511,DEV00007237,MER003437,Ride Sharing,NET_BANKING,572.92,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,21,LOW
TXNCFC97875D176,2026-07-08T02:45:28.194650,CUST005716,DEV00011823,MER001598,Ride Sharing,ATM,4101.78,Delhi,Delhi,HDFC Bank,SUCCESS,0,NONE,10,LOW
TXN258A4D2A5B2C,2026-07-08T02:45:28.196987,CUST002711,DEV00005548,MER000313,E-Commerce,NET_BANKING,7126.47,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,7,LOW
