transaction_id,timestamp,customer_id,device_id,merchant_id,merchant_category,transaction_type,amount,city,state,bank,status,is_fraud,fraud_type,risk_score
TXN6F4886B08295,2026-07-08T03:00:07.557177,CUST006974,DEV00014430,MER003447,Travel,ATM,3235.85,Hyderabad,Telangana,HDFC Bank,SUCCESS,0,NONE,8
TXN56B5698D79BF,2026-07-08T03:00:08.570702,CUST008042,DEV00016617,MER002184,Streaming,UPI,5706.35,Warangal,Telangana,Canara Bank,SUCCESS,0,NONE,5
TXN9098FFD38C2B,2026-07-08T03:00:09.584505,CUST001436,DEV00002917,MER004349,E-Commerce,UPI,627.46,Chandigarh,Chandigarh,Axis Bank,SUCCESS,0,NONE,10
TXN73CCF1466BDE,2026-07-08T03:00:10.616087,CUST000433,DEV00000874,MER003330,Jewellery,ATM,4106.22,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,17
TXN4FE9D8C3C414,2026-07-08T03:00:11.632464,CUST007651,DEV00015823,MER000716,Streaming,UPI,1568.65,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,1,VELOCITY,94
TXNE8352CFB0AD6,2026-07-08T03:00:12.646713,CUST009115,DEV00018836,MER004112,Fuel,NET_BANKING,816.13,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,14
TXN0891BBFFD63E,2026-07-08T03:00:13.655402,CUST009383,DEV00019394,MER000565,Telecom,ATM,176.81,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,22
TXNB6269E14C6F0,2026-07-08T03:00:14.666153,CUST001408,DEV00002861,MER003339,Charity,ATM,1878.08,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,6
TXN1C46F8575283,2026-07-08T03:00:15.675658,CUST004495,DEV00009284,MER003441,Grocery,UPI,2201.62,Bengaluru,Karnataka,ICICI Bank,SUCCESS,0,NONE,23
TXNC74B669D7BD6,2026-07-08T03:00:16.685565,CUST006040,DEV00012492,MER003377,Telecom,ATM,199.73,Indore,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,10
TXN55A4C49061DA,2026-07-08T03:00:17.698139,CUST007159,DEV00014817,MER003620,Pharmacy,UPI,2351.1,Chennai,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,10
TXN852F5281428A,2026-07-08T03:00:18.711448,CUST007677,DEV00015871,MER004027,Hotels,UPI,7591.67,Thiruvananthapuram,Kerala,State Bank of India,SUCCESS,0,NONE,12
TXN6FC22EBAC8D6,2026-07-08T03:00:19.723935,CUST002804,DEV00005735,MER003825,Streaming,ATM,3687.82,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,12
TXN85C3CE91C0DF,2026-07-08T03:00:20.732783,CUST008168,DEV00016860,MER002257,International,UPI,3117.62,Bengaluru,Karnataka,Axis Bank,SUCCESS,0,NONE,23
TXN7DDA24E9C467,2026-07-08T03:00:21.743197,CUST004802,DEV00009941,MER002866,Travel,NET_BANKING,5672.25,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,15
TXN8B35B18555FD,2026-07-08T03:00:22.757787,CUST005262,DEV00010874,MER003749,Streaming,CARD,509.03,Bhubaneswar,Odisha,Axis Bank,SUCCESS,0,NONE,25
TXN13E83883B135,2026-07-08T03:00:23.772990,CUST007784,DEV00016101,MER003543,Streaming,NET_BANKING,2882.32,Ahmedabad,Gujarat,State Bank of India,SUCCESS,0,NONE,7
TXNCD2A0AC36A48,2026-07-08T03:00:24.785050,CUST003703,DEV00007644,MER002318,Ride Sharing,UPI,185.31,Jaipur,Rajasthan,ICICI Bank,SUCCESS,0,NONE,8
TXN558BADCA0620,2026-07-08T03:00:25.797701,CUST006597,DEV00013634,MER003467,App Store,UPI,2885.71,Mumbai,Maharashtra,State Bank of India,SUCCESS,0,NONE,9
TXN7CC0794DB833,2026-07-08T03:00:26.810060,CUST004645,DEV00009600,MER001254,E-Commerce,NET_BANKING,3692.2,Nagpur,Maharashtra,ICICI Bank,SUCCESS,0,NONE,16
TXN9BB2739FD5C2,2026-07-08T03:00:27.821314,CUST002834,DEV00005800,MER001139,Crypto,NET_BANKING,1704.4,Kolkata,West Bengal,ICICI Bank,SUCCESS,0,NONE,14
TXN8F71A281FD20,2026-07-08T03:00:28.835485,CUST004999,DEV00010352,MER003568,Airlines,UPI,1471.12,Hyderabad,Telangana,Axis Bank,SUCCESS,0,NONE,8
TXN9E7B90EFE97A,2026-07-08T03:00:29.846285,CUST007491,DEV00015498,MER000306,Grocery,CARD,3675.37,Pune,Maharashtra,HDFC Bank,SUCCESS,0,NONE,22
TXNCEC1A126B4B1,2026-07-08T03:00:30.860582,CUST004785,DEV00009899,MER003889,Ride Sharing,CARD,9490.17,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,15
TXN45E2B14B15EF,2026-07-08T03:00:31.874023,CUST003272,DEV00006733,MER002636,E-Commerce,CARD,5157.1,Hyderabad,Telangana,State Bank of India,SUCCESS,0,NONE,21
TXNA655058E3E87,2026-07-08T03:00:32.887787,CUST009178,DEV00018968,MER003997,Electronics,ATM,7306.69,Bhubaneswar,Odisha,State Bank of India,SUCCESS,0,NONE,6
TXN8E0E337B3A5D,2026-07-08T03:00:33.902046,CUST005890,DEV00012195,MER003851,Airlines,UPI,1074.88,Indore,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,6
TXNCB5AFFF1D456,2026-07-08T03:00:34.919166,CUST001001,DEV00002025,MER002870,Grocery,UPI,11567.04,Hyderabad,Telangana,HDFC Bank,SUCCESS,0,NONE,13
TXN9C89A5F78620,2026-07-08T03:00:35.935593,CUST005088,DEV00010526,MER001550,Gaming,CARD,2050.92,Chandigarh,Chandigarh,ICICI Bank,SUCCESS,0,NONE,18
TXN7C97A94D4945,2026-07-08T03:00:36.952735,CUST003265,DEV00006715,MER000677,Ride Sharing,UPI,4492.46,Jaipur,Rajasthan,State Bank of India,SUCCESS,0,NONE,9
TXN443152F446E2,2026-07-08T03:00:37.970314,CUST002072,DEV00004189,MER001569,International,UPI,3064.7,Pune,Maharashtra,ICICI Bank,SUCCESS,0,NONE,9
TXN2E4C0845E667,2026-07-08T03:00:38.987001,CUST007113,DEV00014726,MER002600,Crypto,ATM,963.88,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,6
TXNE10BA7CF4EFC,2026-07-08T03:00:40.004139,CUST006825,DEV00014110,MER000811,App Store,NET_BANKING,3525.77,Bengaluru,Karnataka,State Bank of India,SUCCESS,0,NONE,8
TXN62176E85FA19,2026-07-08T03:00:41.019351,CUST004332,DEV00008948,MER000747,Streaming,NET_BANKING,3016.64,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,18
TXN5E90FE711C20,2026-07-08T03:00:42.035844,CUST008203,DEV00016924,MER000819,Charity,CARD,3366.74,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,10
TXNCA79169F2B98,2026-07-08T03:00:43.052095,CUST009880,DEV00020440,MER004845,Luxury,CARD,739.33,Pune,Maharashtra,State Bank of India,SUCCESS,1,IMPOSSIBLE_TRAVEL,97
TXN49CBDF4C6190,2026-07-08T03:00:44.070031,CUST002744,DEV00005617,MER002003,Electronics,ATM,1370.58,Thiruvananthapuram,Kerala,Axis Bank,SUCCESS,0,NONE,12
TXN8CAD024867D5,2026-07-08T03:00:45.104334,CUST006238,DEV00012885,MER002106,International,NET_BANKING,3732.38,Chennai,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,17
TXN77DAE7203C19,2026-07-08T03:00:46.124776,CUST001466,DEV00002969,MER000198,Grocery,UPI,1161.52,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,19
TXNAD3780BE80F9,2026-07-08T03:00:47.150050,CUST008386,DEV00017294,MER001491,Fuel,NET_BANKING,4713.06,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,12
TXN03B1C90956B6,2026-07-08T03:00:48.162108,CUST000740,DEV00001492,MER003462,Pharmacy,CARD,2320.21,Vijayawada,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,15
TXN181E7BDC4F37,2026-07-08T03:00:49.179691,CUST008438,DEV00017401,MER001804,Hotels,NET_BANKING,5461.58,Kochi,Kerala,ICICI Bank,SUCCESS,0,NONE,13
TXN8FC4ABCFEDD8,2026-07-08T03:00:50.195109,CUST009757,DEV00020164,MER004564,Food Delivery,NET_BANKING,1164.29,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,22
TXN1B9C36CF772E,2026-07-08T03:00:51.210519,CUST003261,DEV00006704,MER001262,App Store,NET_BANKING,3262.28,Hyderabad,Telangana,Canara Bank,SUCCESS,0,NONE,13
TXNFF035D6A8526,2026-07-08T03:00:52.225817,CUST008150,DEV00016828,MER003342,App Store,CARD,1417.71,Jaipur,Rajasthan,State Bank of India,SUCCESS,0,NONE,6
TXN9F50E4EF9A7B,2026-07-08T03:00:53.241967,CUST003680,DEV00007596,MER003711,Streaming,UPI,3469.13,Coimbatore,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,15
TXN6295BD83EF4C,2026-07-08T03:00:54.260407,CUST002948,DEV00006052,MER000575,App Store,ATM,1433.24,Thiruvananthapuram,Kerala,Axis Bank,SUCCESS,0,NONE,17
TXN278531E4C9BD,2026-07-08T03:00:55.275396,CUST009770,DEV00020198,MER000652,Telecom,CARD,12111.76,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,5
TXN14E6A42CD610,2026-07-08T03:00:56.290862,CUST009066,DEV00018727,MER002141,Entertainment,CARD,2229.95,Jaipur,Rajasthan,ICICI Bank,SUCCESS,0,NONE,15
TXN1EA4385CD963,2026-07-08T03:00:57.305614,CUST005406,DEV00011172,MER003286,E-Commerce,NET_BANKING,581.89,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,14
TXN8C95BB3A75B7,2026-07-08T03:00:58.321555,CUST008105,DEV00016734,MER003355,App Store,NET_BANKING,74293.98,Kolkata,West Bengal,Axis Bank,SUCCESS,1,HIGH_VALUE,96
TXN261A1371E79C,2026-07-08T03:00:59.336746,CUST006662,DEV00013775,MER000113,Ride Sharing,NET_BANKING,2567.47,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,17
TXNEA064ED193EE,2026-07-08T03:01:00.353419,CUST005447,DEV00011260,MER000870,Ride Sharing,CARD,1958.38,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,22
TXNE43BB9C7B831,2026-07-08T03:01:01.370982,CUST009652,DEV00019949,MER001517,Grocery,UPI,10,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,23
TXN4838FBEF6BC3,2026-07-08T03:01:02.386840,CUST000767,DEV00001548,MER001526,Ride Sharing,NET_BANKING,3095.3,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,11
TXN51B602BD9474,2026-07-08T03:01:03.405405,CUST008724,DEV00017998,MER004409,Telecom,ATM,3550.11,Hyderabad,Telangana,Axis Bank,SUCCESS,0,NONE,10
TXNF90F82EA264B,2026-07-08T03:01:04.421861,CUST001713,DEV00003455,MER003406,E-Commerce,UPI,6874.51,Indore,Madhya Pradesh,ICICI Bank,SUCCESS,0,NONE,24
TXN03F7A49CE33B,2026-07-08T03:01:05.440281,CUST000249,DEV00000511,MER003292,Gaming,NET_BANKING,1648.16,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,12
TXNDCF519707B00,2026-07-08T03:01:06.456782,CUST003395,DEV00007000,MER001579,Food Delivery,NET_BANKING,9878.5,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,5
TXN4A05B71BBD04,2026-07-08T03:01:07.472636,CUST001846,DEV00003726,MER004505,Food Delivery,UPI,1263.02,Visakhapatnam,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,7
TXN0F4E626656AC,2026-07-08T03:01:08.489224,CUST005640,DEV00011661,MER002418,Ride Sharing,ATM,4783.35,Coimbatore,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,11
TXNE77C73E18C07,2026-07-08T03:01:09.506045,CUST008324,DEV00017180,MER002902,Food Delivery,ATM,2786.44,Vijayawada,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,25
TXN4F140FCF5F1E,2026-07-08T03:01:10.522342,CUST006252,DEV00012910,MER002884,Fuel,UPI,2412.22,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,8
TXNB7F306D34D44,2026-07-08T03:01:11.537489,CUST009421,DEV00019461,MER002746,E-Commerce,ATM,3909.82,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,21
TXNF039F88EDBE0,2026-07-08T03:01:12.554383,CUST000928,DEV00001874,MER003723,App Store,ATM,4665.02,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,8
TXNFDEABC5DE2D3,2026-07-08T03:01:13.571634,CUST005443,DEV00011254,MER004345,Streaming,ATM,3647.14,Bhubaneswar,Odisha,ICICI Bank,SUCCESS,0,NONE,21
TXN50926D6E6721,2026-07-08T03:01:14.587896,CUST009595,DEV00019824,MER000032,Entertainment,NET_BANKING,6398.71,Kochi,Kerala,State Bank of India,SUCCESS,0,NONE,24
TXNEA8C432DCD36,2026-07-08T03:01:15.605142,CUST001155,DEV00002340,MER002016,Food Delivery,ATM,3182.4,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,10
TXN32DA4D6C8E7A,2026-07-08T03:01:16.621016,CUST009633,DEV00019907,MER004390,Pharmacy,ATM,1312.95,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,25
TXN7FE98B945B46,2026-07-08T03:01:17.638315,CUST000297,DEV00000608,MER004210,Luxury,NET_BANKING,2769.94,Bhopal,Madhya Pradesh,ICICI Bank,SUCCESS,0,NONE,25
TXN23F26666C3EF,2026-07-08T03:01:18.654443,CUST009615,DEV00019866,MER004972,Ride Sharing,CARD,1585.63,Pune,Maharashtra,Axis Bank,SUCCESS,0,NONE,14
TXN704E9DE01F5F,2026-07-08T03:01:19.671170,CUST006772,DEV00014011,MER002614,Telecom,CARD,1679.78,Chennai,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,22
TXND4E39627BE2A,2026-07-08T03:01:20.688933,CUST006579,DEV00013601,MER000922,Pharmacy,UPI,2307.96,Bengaluru,Karnataka,ICICI Bank,SUCCESS,0,NONE,9
TXN20F73F854DEB,2026-07-08T03:01:21.705269,CUST004948,DEV00010252,MER003664,Entertainment,CARD,1848.54,Indore,Madhya Pradesh,Punjab National Bank,SUCCESS,0,NONE,22
TXNF65B02654BF2,2026-07-08T03:01:22.720501,CUST003040,DEV00006248,MER004311,Food Delivery,ATM,2449.15,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,18
TXN0B6929055760,2026-07-08T03:01:23.738309,CUST006676,DEV00013803,MER000348,Jewellery,ATM,906.86,Kochi,Kerala,ICICI Bank,SUCCESS,0,NONE,5
TXND8A5930C58E9,2026-07-08T03:01:24.756295,CUST003748,DEV00007729,MER002574,Fuel,ATM,3748.37,Coimbatore,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,14
TXNDA8E90BCBD5E,2026-07-08T03:01:25.774356,CUST003511,DEV00007237,MER003437,Ride Sharing,ATM,572.92,Bhopal,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,18
TXN28765994F109,2026-07-08T03:01:26.790219,CUST005716,DEV00011823,MER001598,Ride Sharing,CARD,4101.78,Delhi,Delhi,HDFC Bank,SUCCESS,0,NONE,20
TXN3E3DB4FAAD89,2026-07-08T03:01:27.804843,CUST002711,DEV00005548,MER000313,E-Commerce,UPI,7126.47,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,17
TXN38A2A2C07AAC,2026-07-08T03:01:28.821943,CUST007047,DEV00014576,MER000401,Travel,CARD,20671.48,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,24
TXNA080A2DD702C,2026-07-08T03:01:29.838889,CUST007540,DEV00015593,MER003952,Charity,UPI,6912.97,Coimbatore,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,5
TXND14C44E241AE,2026-07-08T03:01:30.855830,CUST006239,DEV00012887,MER002457,Streaming,UPI,5182.75,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,19
TXN7F7BD823868C,2026-07-08T03:01:31.871556,CUST009580,DEV00019789,MER002025,Entertainment,CARD,1540.77,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,11
TXN0EAE9D04B76F,2026-07-08T03:01:32.885435,CUST003684,DEV00007606,MER001848,Luxury,ATM,1785.16,Vijayawada,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,17
TXN1BE41F12D139,2026-07-08T03:01:33.899687,CUST008706,DEV00017954,MER004265,Jewellery,NET_BANKING,2475.01,Warangal,Telangana,ICICI Bank,SUCCESS,0,NONE,13
