transaction_id,timestamp,customer_id,device_id,merchant_id,merchant_category,transaction_type,amount,city,state,bank,status,is_fraud,fraud_type,risk_score,kafka_timestamp
TXNECDA4DD4134B,2026-07-08T17:21:57.432373,CUST004801,DEV00009938,MER003078,E-Commerce,CARD,2677.03,Bhubaneswar,Odisha,HDFC Bank,SUCCESS,0,NONE,20,2026-07-08 11:51:57.433
TXN7F1C49576C3D,2026-07-08T17:19:57.999007,CUST003393,DEV00006994,MER004681,Pharmacy,ATM,3629.33,Lucknow,Uttar Pradesh,State Bank of India,SUCCESS,0,NONE,15,2026-07-08 11:49:57.999
TXNCD498FC07EA2,2026-07-08T17:23:21.731667,CUST000144,DEV00000290,MER002833,E-Commerce,NET_BANKING,49550.82,Nagpur,Maharashtra,State Bank of India,SUCCESS,0,NONE,18,2026-07-08 11:53:21.731
TXN9083883CA354,2026-07-08T17:23:22.746633,CUST003965,DEV00008189,MER001285,Ride Sharing,NET_BANKING,5850.1,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,18,2026-07-08 11:53:22.747
TXN3BB9CE365DDD,2026-07-08T16:34:43.868594,CUST001362,DEV00002774,MER001875,Telecom,UPI,2736.9,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,18,2026-07-08 11:04:43.868
TXNE56801B46D4D,2026-07-08T17:04:00.810153,CUST002740,DEV00005604,MER004018,E-Commerce,ATM,4314.0,Pune,Maharashtra,Axis Bank,SUCCESS,0,NONE,22,2026-07-08 11:34:00.810
TXNBEC231A26036,2026-07-08T17:25:20.752208,CUST009487,DEV00019601,MER003504,International,NET_BANKING,4196.7,Hyderabad,Telangana,Canara Bank,SUCCESS,0,NONE,16,2026-07-08 11:55:20.752
TXNCFEC2E684E54,2026-07-08T17:25:21.765112,CUST007466,DEV00015451,MER003624,Electronics,NET_BANKING,3413.31,Ahmedabad,Gujarat,State Bank of India,SUCCESS,0,NONE,17,2026-07-08 11:55:21.765
TXND59A0F34A12E,2026-07-08T17:20:51.832360,CUST002741,DEV00005606,MER004886,Food Delivery,CARD,1217.6,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,16,2026-07-08 11:50:51.832
TXN740E40863FDE,2026-07-08T16:24:10.985127,CUST007393,DEV00015305,MER002722,Pharmacy,ATM,2577.4,Delhi,Delhi,HDFC Bank,SUCCESS,0,NONE,20,2026-07-08 10:54:10.985
TXN8012EB4DFF38,2026-07-08T17:34:48.223267,CUST002066,DEV00004174,MER000384,Entertainment,CARD,21510.1,Warangal,Telangana,State Bank of India,SUCCESS,0,NONE,16,2026-07-08 12:04:48.223
TXN0D38C1E7BD6D,2026-07-08T16:26:58.063365,CUST006588,DEV00013617,MER001348,E-Commerce,UPI,2244.18,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,7,2026-07-08 10:56:58.063
TXN519117A9F945,2026-07-08T16:35:49.665893,CUST009924,DEV00020536,MER000015,Airlines,CARD,42974.51,Kochi,Kerala,HDFC Bank,SUCCESS,0,NONE,19,2026-07-08 11:05:49.665
TXN067ECC976BEF,2026-07-08T17:24:20.806172,CUST008505,DEV00017524,MER003197,App Store,ATM,68.96,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,23,2026-07-08 11:54:20.807
TXN8F0253B96C6C,2026-07-08T17:01:59.973644,CUST002909,DEV00005962,MER000842,Streaming,ATM,2224.99,Indore,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,13,2026-07-08 11:31:59.974
TXN2C6CC3638194,2026-07-08T17:02:00.993666,CUST006055,DEV00012522,MER001850,Crypto,ATM,4277.84,Bhubaneswar,Odisha,ICICI Bank,SUCCESS,0,NONE,12,2026-07-08 11:32:00.995
TXND9C65E35CDE4,2026-07-08T16:44:29.342386,CUST008321,DEV00017176,MER002757,Telecom,NET_BANKING,978.93,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,19,2026-07-08 11:14:29.342
TXN79147B909073,2026-07-08T16:31:33.468971,CUST007301,DEV00015110,MER002249,E-Commerce,UPI,5052.45,Coimbatore,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,10,2026-07-08 11:01:33.468
TXN28B28C31E48A,2026-07-08T17:10:32.403765,CUST005499,DEV00011372,MER001632,E-Commerce,NET_BANKING,5769.47,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,8,2026-07-08 11:40:32.403
TXN162D92C3DC4D,2026-07-08T17:10:33.415481,CUST009582,DEV00019794,MER001907,Streaming,NET_BANKING,3794.4,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,7,2026-07-08 11:40:33.415
TXNB0485619E319,2026-07-08T16:40:07.219135,CUST003949,DEV00008157,MER000528,Supermarket,CARD,1346.43,Indore,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,13,2026-07-08 11:10:07.220
TXN8C5469298F0D,2026-07-08T16:52:39.539730,CUST001906,DEV00003858,MER004060,Fuel,NET_BANKING,856.76,Vijayawada,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,7,2026-07-08 11:22:39.539
TXNFB0DB62AE258,2026-07-08T17:11:00.768601,CUST005316,DEV00010987,MER003061,E-Commerce,UPI,4643.22,Delhi,Delhi,Axis Bank,SUCCESS,1,IMPOSSIBLE_TRAVEL,94,2026-07-08 11:41:00.768
TXNC07681FDFEDA,2026-07-08T17:24:33.059172,CUST009804,DEV00020275,MER003114,Hotels,NET_BANKING,4632.65,Thiruvananthapuram,Kerala,HDFC Bank,SUCCESS,0,NONE,15,2026-07-08 11:54:33.059
TXN40F350437D8A,2026-07-08T16:51:10.451504,CUST003234,DEV00006643,MER004611,E-Commerce,NET_BANKING,7489.48,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,20,2026-07-08 11:21:10.451
TXNE668E3305496,2026-07-08T16:25:54.156546,CUST000652,DEV00001312,MER003490,Travel,NET_BANKING,2079.89,Indore,Madhya Pradesh,Axis Bank,SUCCESS,0,NONE,5,2026-07-08 10:55:54.156
TXN0907879EE26C,2026-07-08T16:54:13.649147,CUST004975,DEV00010300,MER001838,Airlines,NET_BANKING,1948.45,Hyderabad,Telangana,HDFC Bank,SUCCESS,0,NONE,18,2026-07-08 11:24:13.649
TXN14C201E87494,2026-07-08T16:50:22.899988,CUST006829,DEV00014119,MER001997,Supermarket,UPI,653.47,Hyderabad,Telangana,ICICI Bank,SUCCESS,0,NONE,13,2026-07-08 11:20:22.899
TXND28D77AEB1BA,2026-07-08T16:40:29.471425,CUST006152,DEV00012714,MER000433,Fuel,NET_BANKING,1182.63,Mumbai,Maharashtra,Axis Bank,SUCCESS,0,NONE,17,2026-07-08 11:10:29.471
TXN16AE120BBB73,2026-07-08T16:24:54.464090,CUST005556,DEV00011490,MER001115,Gaming,ATM,3441.98,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,19,2026-07-08 10:54:54.464
TXN349E92AFF158,2026-07-08T16:28:14.446475,CUST008574,DEV00017672,MER001875,Telecom,ATM,2043.57,Visakhapatnam,Andhra Pradesh,Axis Bank,SUCCESS,0,NONE,14,2026-07-08 10:58:14.447
TXN4BE37874157F,2026-07-08T16:28:15.463306,CUST008844,DEV00018256,MER000085,E-Commerce,ATM,6801.23,Thiruvananthapuram,Kerala,Canara Bank,SUCCESS,0,NONE,13,2026-07-08 10:58:15.463
TXN1453559366ED,2026-07-08T16:25:47.068345,CUST007906,DEV00016337,MER001800,E-Commerce,UPI,2656.86,Chennai,Tamil Nadu,State Bank of India,SUCCESS,0,NONE,13,2026-07-08 10:55:47.068
TXN4ED3CBD10AC2,2026-07-08T16:54:39.950171,CUST001317,DEV00002679,MER004130,Electronics,NET_BANKING,6719.15,Hyderabad,Telangana,ICICI Bank,SUCCESS,0,NONE,18,2026-07-08 11:24:39.950
TXNF8927FFCED84,2026-07-08T17:07:33.313179,CUST000209,DEV00000424,MER002917,International,ATM,1906.98,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,13,2026-07-08 11:37:33.313
TXNDE4E7490AFC4,2026-07-08T17:34:57.302713,CUST004658,DEV00009628,MER004981,Food Delivery,ATM,1225.89,Delhi,Delhi,ICICI Bank,SUCCESS,0,NONE,6,2026-07-08 12:04:57.302
TXN0F0877976558,2026-07-08T17:06:04.269320,CUST001408,DEV00002861,MER002133,Entertainment,ATM,1460.88,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,20,2026-07-08 11:36:04.269
TXN6FAB9346C74D,2026-07-08T17:16:15.714790,CUST009703,DEV00020048,MER000898,Supermarket,CARD,1037.27,Indore,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,6,2026-07-08 11:46:15.715
TXN38243E496A72,2026-07-08T17:16:16.737339,CUST009771,DEV00020200,MER001422,E-Commerce,NET_BANKING,1297.64,Jaipur,Rajasthan,ICICI Bank,SUCCESS,0,NONE,23,2026-07-08 11:46:16.738
TXN1EA91BCE59B3,2026-07-08T17:33:50.502560,CUST006999,DEV00014482,MER001711,Gaming,NET_BANKING,238.27,Ahmedabad,Gujarat,ICICI Bank,SUCCESS,0,NONE,5,2026-07-08 12:03:50.502
TXNF4702E391D99,2026-07-08T16:21:06.503195,CUST007706,DEV00015934,MER000106,Travel,ATM,1215.32,Mumbai,Maharashtra,State Bank of India,SUCCESS,0,NONE,21,2026-07-08 10:51:06.503
TXNA93EB25C90EA,2026-07-08T16:55:23.470512,CUST006159,DEV00012729,MER000597,Telecom,UPI,1439.25,Lucknow,Uttar Pradesh,ICICI Bank,SUCCESS,0,NONE,5,2026-07-08 11:25:23.470
TXN218486C91C9A,2026-07-08T17:11:05.834784,CUST000685,DEV00001381,MER004943,Electronics,NET_BANKING,2733.71,Bengaluru,Karnataka,HDFC Bank,SUCCESS,0,NONE,11,2026-07-08 11:41:05.835
TXN1D99870B5645,2026-07-08T16:36:33.354153,CUST009880,DEV00020440,MER003916,International,ATM,855.8,Pune,Maharashtra,State Bank of India,SUCCESS,0,NONE,15,2026-07-08 11:06:33.354
TXNAB9FE4B24790,2026-07-08T16:27:21.342801,CUST000428,DEV00000864,MER003865,Fuel,CARD,2430.04,Nagpur,Maharashtra,State Bank of India,SUCCESS,0,NONE,22,2026-07-08 10:57:21.346
TXNF5DB588323A9,2026-07-08T16:15:05.899167,CUST008706,DEV00017954,MER004265,Jewellery,ATM,2475.01,Warangal,Telangana,ICICI Bank,SUCCESS,0,NONE,17,2026-07-08 10:45:05.901
TXND7D37D1438A4,2026-07-08T16:38:48.287436,CUST004644,DEV00009595,MER003973,Hotels,ATM,1104.9,Chennai,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,25,2026-07-08 11:08:48.287
TXN5A7D415CEB8A,2026-07-08T17:27:34.632165,CUST002611,DEV00005335,MER004925,Electronics,UPI,1058.86,Ahmedabad,Gujarat,ICICI Bank,SUCCESS,1,HIGH_RISK_MERCHANT,81,2026-07-08 11:57:34.633
TXN49DF6A83C17F,2026-07-08T17:34:25.993261,CUST005912,DEV00012246,MER001014,Ride Sharing,UPI,11409.75,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,12,2026-07-08 12:04:25.993
TXN3F8878091538,2026-07-08T16:19:24.087759,CUST009640,DEV00019923,MER001629,Streaming,CARD,4705.22,Kolkata,West Bengal,State Bank of India,SUCCESS,0,NONE,7,2026-07-08 10:49:24.089
TXNDD6DE757D69C,2026-07-08T16:19:25.154485,CUST006687,DEV00013827,MER002885,Telecom,CARD,3380.37,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,9,2026-07-08 10:49:25.154
TXN5316DD7E665E,2026-07-08T16:35:18.283259,CUST004157,DEV00008580,MER004288,App Store,UPI,2765.51,Bhubaneswar,Odisha,ICICI Bank,SUCCESS,0,NONE,19,2026-07-08 11:05:18.283
TXNEF81A0EAE6E8,2026-07-08T17:32:45.157965,CUST005307,DEV00010969,MER003555,Fuel,NET_BANKING,3547.53,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,20,2026-07-08 12:02:45.157
TXN296690E49DEF,2026-07-08T16:25:07.674622,CUST008937,DEV00018458,MER001594,Gaming,ATM,6121.84,Hyderabad,Telangana,ICICI Bank,SUCCESS,0,NONE,9,2026-07-08 10:55:07.674
TXN900A5C499E02,2026-07-08T17:05:11.655342,CUST005950,DEV00012317,MER001051,International,NET_BANKING,1928.12,Chandigarh,Chandigarh,Axis Bank,SUCCESS,0,NONE,16,2026-07-08 11:35:11.655
TXN5AA21967BC8C,2026-07-08T17:05:12.662776,CUST004675,DEV00009656,MER001252,Ride Sharing,CARD,3341.97,Kolkata,West Bengal,State Bank of India,SUCCESS,0,NONE,13,2026-07-08 11:35:12.662
TXN961062D1B910,2026-07-08T17:16:24.862202,CUST008279,DEV00017086,MER001755,Fuel,UPI,1093.98,Thiruvananthapuram,Kerala,ICICI Bank,SUCCESS,0,NONE,16,2026-07-08 11:46:24.862
TXN808897532AD6,2026-07-08T17:16:25.877076,CUST006524,DEV00013491,MER001137,Travel,NET_BANKING,3433.33,Chennai,Tamil Nadu,ICICI Bank,SUCCESS,0,NONE,19,2026-07-08 11:46:25.877
TXN524A8A4A421F,2026-07-08T17:02:59.758655,CUST002205,DEV00004476,MER004690,Travel,UPI,3385.86,Thiruvananthapuram,Kerala,HDFC Bank,SUCCESS,0,NONE,9,2026-07-08 11:32:59.758
TXN515F4044D96A,2026-07-08T16:21:20.687684,CUST000890,DEV00001789,MER000272,Streaming,CARD,2511.83,Visakhapatnam,Andhra Pradesh,ICICI Bank,SUCCESS,0,NONE,24,2026-07-08 10:51:20.687
TXNF55A24808EDE,2026-07-08T16:39:17.619104,CUST007573,DEV00015656,MER000069,Fuel,CARD,4153.47,Ahmedabad,Gujarat,State Bank of India,SUCCESS,0,NONE,17,2026-07-08 11:09:17.619
TXN5738178CC23D,2026-07-08T17:26:58.043689,CUST007606,DEV00015725,MER000825,Food Delivery,UPI,5929.17,Chandigarh,Chandigarh,HDFC Bank,SUCCESS,0,NONE,25,2026-07-08 11:56:58.043
TXNFECD7794A65F,2026-07-08T17:26:59.056389,CUST005760,DEV00011911,MER001149,Streaming,CARD,2555.75,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,19,2026-07-08 11:56:59.057
TXN7D41F582D899,2026-07-08T16:55:09.320770,CUST009662,DEV00019970,MER001919,Streaming,UPI,6754.96,Kolkata,West Bengal,Axis Bank,SUCCESS,1,HIGH_RISK_MERCHANT,80,2026-07-08 11:25:09.320
TXND7B6CD5F0E68,2026-07-08T17:28:48.050014,CUST008831,DEV00018231,MER000949,Charity,NET_BANKING,1157.98,Warangal,Telangana,HDFC Bank,SUCCESS,0,NONE,13,2026-07-08 11:58:48.050
TXN369D5AE52A4D,2026-07-08T17:28:49.072120,CUST009193,DEV00018998,MER001932,Fuel,CARD,26238.14,Nagpur,Maharashtra,State Bank of India,SUCCESS,0,NONE,21,2026-07-08 11:58:49.072
TXN8D68CBBAC2B5,2026-07-08T17:04:58.493681,CUST004852,DEV00010041,MER000090,Fuel,UPI,1731.15,Kochi,Kerala,State Bank of India,SUCCESS,0,NONE,16,2026-07-08 11:34:58.493
TXN044EBD00ABE5,2026-07-08T16:24:31.210542,CUST000150,DEV00000305,MER004972,Ride Sharing,NET_BANKING,6025.14,Ahmedabad,Gujarat,HDFC Bank,SUCCESS,0,NONE,6,2026-07-08 10:54:31.210
TXNA72D993A799F,2026-07-08T16:25:19.786344,CUST003772,DEV00007782,MER001382,Entertainment,CARD,3603.07,Bhubaneswar,Odisha,State Bank of India,SUCCESS,0,NONE,16,2026-07-08 10:55:19.786
TXN119F97F67456,2026-07-08T16:21:13.593987,CUST006840,DEV00014143,MER004298,Supermarket,CARD,4633.16,Kolkata,West Bengal,HDFC Bank,SUCCESS,0,NONE,20,2026-07-08 10:51:13.593
TXN62BA75D8EDCD,2026-07-08T16:30:44.780989,CUST002816,DEV00005758,MER001998,Streaming,CARD,2274.88,Nagpur,Maharashtra,ICICI Bank,SUCCESS,0,NONE,8,2026-07-08 11:00:44.780
TXN526654ADCCF5,2026-07-08T16:31:36.512374,CUST004489,DEV00009269,MER000930,Charity,NET_BANKING,3535.72,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,9,2026-07-08 11:01:36.512
TXN63C799A17A87,2026-07-08T16:31:23.331890,CUST001468,DEV00002972,MER003073,Charity,UPI,1788.84,Bhubaneswar,Odisha,State Bank of India,SUCCESS,0,NONE,8,2026-07-08 11:01:23.331
TXN841A236E7BA3,2026-07-08T17:14:17.593649,CUST008243,DEV00017016,MER000352,Food Delivery,NET_BANKING,1038.23,Indore,Madhya Pradesh,State Bank of India,SUCCESS,0,NONE,7,2026-07-08 11:44:17.601
TXN989A37CB5312,2026-07-08T16:34:23.639565,CUST005639,DEV00011659,MER001448,Supermarket,CARD,2211.66,Kolkata,West Bengal,State Bank of India,SUCCESS,0,NONE,12,2026-07-08 11:04:23.639
TXN4081F59440F4,2026-07-08T17:22:15.690160,CUST001853,DEV00003742,MER001994,Crypto,UPI,1490.93,Lucknow,Uttar Pradesh,HDFC Bank,SUCCESS,0,NONE,23,2026-07-08 11:52:15.690
TXNC35E38C0359D,2026-07-08T16:22:48.228827,CUST005769,DEV00011928,MER002713,Grocery,UPI,2829.81,Lucknow,Uttar Pradesh,State Bank of India,FAILED,0,NONE,8,2026-07-08 10:52:48.228
TXN28C0DB69133D,2026-07-08T16:35:02.099098,CUST004860,DEV00010060,MER000579,Travel,CARD,5483.63,Jaipur,Rajasthan,HDFC Bank,SUCCESS,0,NONE,19,2026-07-08 11:05:02.099
TXN57D1F040C646,2026-07-08T17:05:56.184935,CUST007158,DEV00014816,MER004673,Airlines,UPI,2848.44,Vijayawada,Andhra Pradesh,State Bank of India,SUCCESS,0,NONE,21,2026-07-08 11:35:56.184
TXN1E102AD5AE76,2026-07-08T17:24:52.338947,CUST007842,DEV00016211,MER000669,Fuel,NET_BANKING,1640.68,Kolkata,West Bengal,State Bank of India,SUCCESS,0,NONE,22,2026-07-08 11:54:52.338
TXNFC40F676654C,2026-07-08T17:24:53.350607,CUST003547,DEV00007312,MER000074,Ride Sharing,CARD,2097.4,Indore,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,6,2026-07-08 11:54:53.351
TXN75DCAFDE9EAB,2026-07-08T16:38:29.070319,CUST009984,DEV00020661,MER000618,E-Commerce,CARD,1412.4,Ahmedabad,Gujarat,HDFC Bank,FAILED,0,NONE,14,2026-07-08 11:08:29.070
TXN60A57DE4D8CE,2026-07-08T16:55:13.357513,CUST003810,DEV00007869,MER000436,Telecom,ATM,3470.75,Vijayawada,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,19,2026-07-08 11:25:13.357
TXNE90C1FF1EE40,2026-07-08T16:26:50.997350,CUST000222,DEV00000448,MER004962,Pharmacy,ATM,9644.21,Ahmedabad,Gujarat,State Bank of India,SUCCESS,0,NONE,12,2026-07-08 10:56:50.997
TXN051EB1824BD1,2026-07-08T17:36:02.104261,CUST002445,DEV00004982,MER002015,E-Commerce,NET_BANKING,1063.67,Delhi,Delhi,Axis Bank,SUCCESS,0,NONE,16,2026-07-08 12:06:02.104
TXND08580FD9A2C,2026-07-08T16:22:44.174322,CUST003875,DEV00008005,MER000097,International,UPI,2607.3,Visakhapatnam,Andhra Pradesh,HDFC Bank,SUCCESS,0,NONE,10,2026-07-08 10:52:44.175
TXN7E2C0784E946,2026-07-08T16:22:45.189949,CUST003056,DEV00006284,MER000984,Travel,ATM,19636.32,Mumbai,Maharashtra,State Bank of India,SUCCESS,0,NONE,7,2026-07-08 10:52:45.189
TXNDA4945F4C872,2026-07-08T17:09:59.004024,CUST000010,DEV00000022,MER002001,App Store,ATM,148.24,Kochi,Kerala,ICICI Bank,SUCCESS,0,NONE,7,2026-07-08 11:39:59.004
TXN6D53F43EE21D,2026-07-08T16:40:45.641813,CUST006721,DEV00013891,MER004495,Telecom,UPI,643.0,Bengaluru,Karnataka,ICICI Bank,SUCCESS,0,NONE,8,2026-07-08 11:10:45.641
TXN65E446C96885,2026-07-08T17:35:48.974350,CUST005858,DEV00012132,MER002852,Pharmacy,NET_BANKING,3795.19,Bhopal,Madhya Pradesh,HDFC Bank,SUCCESS,0,NONE,23,2026-07-08 12:05:48.974
TXN746DCFD09804,2026-07-08T16:31:20.282321,CUST007000,DEV00014483,MER003400,E-Commerce,ATM,943.9,Coimbatore,Tamil Nadu,HDFC Bank,SUCCESS,0,NONE,8,2026-07-08 11:01:20.282
